CROP_TYPE,SOIL_TYPE,REGION,TEMPERATURE,WEATHER_CONDITION,WATER_REQUIREMENT
CITRUS,DRY,SEMI HUMID,30-40,SUNNY,7.7
CITRUS,DRY,SEMI HUMID,30-40,WINDY,7.2
CITRUS,DRY,SEMI HUMID,30-40,RAINY,0.5
CITRUS,DRY,SEMI HUMID,40-50,NORMAL,7.5
CITRUS,DRY,SEMI HUMID,40-50,SUNNY,9
CITRUS,DRY,SEMI HUMID,40-50,WINDY,8.5
CITRUS,DRY,SEMI HUMID,40-50,RAINY,0.8
CITRUS,DRY,HUMID,Oct-20,NORMAL,3.6
CITRUS,DRY,HUMID,Oct-20,SUNNY,5.1
CITRUS,DRY,HUMID,Oct-20,WINDY,4.6
CITRUS,DRY,HUMID,Oct-20,RAINY,0.1
CITRUS,DRY,HUMID,20-30,NORMAL,4.5
CITRUS,DRY,HUMID,20-30,SUNNY,6
CITRUS,DRY,HUMID,20-30,WINDY,5.5
CITRUS,DRY,HUMID,20-30,RAINY,0.2
CITRUS,DRY,HUMID,30-40,NORMAL,5.6
CITRUS,DRY,HUMID,30-40,SUNNY,7.1
CITRUS,DRY,HUMID,30-40,WINDY,6.6
CITRUS,DRY,HUMID,30-40,RAINY,0.2
CITRUS,DRY,HUMID,40-50,NORMAL,6.6
CITRUS,DRY,HUMID,40-50,SUNNY,8.1
CITRUS,DRY,HUMID,40-50,WINDY,7.6
CITRUS,DRY,HUMID,40-50,RAINY,0.5
CITRUS,HUMID,DESERT,Oct-20,NORMAL,4.2
CITRUS,HUMID,DESERT,Oct-20,SUNNY,5.7
CITRUS,HUMID,DESERT,Oct-20,WINDY,5.2
CITRUS,HUMID,DESERT,Oct-20,RAINY,0.2
CITRUS,HUMID,DESERT,20-30,NORMAL,5.3
CITRUS,HUMID,DESERT,20-30,SUNNY,6.8
CITRUS,HUMID,DESERT,20-30,WINDY,6.3
CITRUS,HUMID,DESERT,20-30,RAINY,0.3
CITRUS,HUMID,DESERT,30-40,NORMAL,6.2
CITRUS,HUMID,DESERT,30-40,SUNNY,7.7
CITRUS,HUMID,DESERT,30-40,WINDY,7.2
CITRUS,HUMID,DESERT,30-40,RAINY,0.5
CITRUS,HUMID,DESERT,40-50,NORMAL,7.4
CITRUS,HUMID,DESERT,40-50,SUNNY,8.9
CITRUS,HUMID,DESERT,40-50,WINDY,8.4
CITRUS,HUMID,DESERT,40-50,RAINY,0.8
CITRUS,HUMID,SEMI ARID,Oct-20,NORMAL,3.7
CITRUS,HUMID,SEMI ARID,Oct-20,SUNNY,5.2
CITRUS,HUMID,SEMI ARID,Oct-20,WINDY,4.7
CITRUS,HUMID,SEMI ARID,Oct-20,RAINY,0.1
CITRUS,HUMID,SEMI ARID,20-30,NORMAL,4.6
CITRUS,HUMID,SEMI ARID,20-30,SUNNY,6.1
CITRUS,HUMID,SEMI ARID,20-30,WINDY,5.6
CITRUS,HUMID,SEMI ARID,20-30,RAINY,0.2
CITRUS,HUMID,SEMI ARID,30-40,NORMAL,5.5
CITRUS,HUMID,SEMI ARID,30-40,SUNNY,7
CITRUS,HUMID,SEMI ARID,30-40,WINDY,6.5
CITRUS,HUMID,SEMI ARID,30-40,RAINY,0.3
CITRUS,HUMID,SEMI ARID,40-50,NORMAL,6.6
CITRUS,HUMID,SEMI ARID,40-50,SUNNY,8.1
CITRUS,HUMID,SEMI ARID,40-50,WINDY,7.6
CITRUS,HUMID,SEMI ARID,40-50,RAINY,0.5
CITRUS,HUMID,SEMI HUMID,Oct-20,NORMAL,3.1
CITRUS,HUMID,SEMI HUMID,Oct-20,SUNNY,4.6
CITRUS,HUMID,SEMI HUMID,Oct-20,WINDY,4.1
CITRUS,HUMID,SEMI HUMID,Oct-20,RAINY,0.1
CITRUS,HUMID,SEMI HUMID,20-30,NORMAL,4.2
CITRUS,HUMID,SEMI HUMID,20-30,SUNNY,5.7
CITRUS,HUMID,SEMI HUMID,20-30,WINDY,5.2
CITRUS,HUMID,SEMI HUMID,20-30,RAINY,0.2
CITRUS,HUMID,SEMI HUMID,30-40,NORMAL,5.1
CITRUS,HUMID,SEMI HUMID,30-40,SUNNY,6.6
CITRUS,HUMID,SEMI HUMID,30-40,WINDY,6.1
CITRUS,HUMID,SEMI HUMID,30-40,RAINY,0.3
CITRUS,HUMID,SEMI HUMID,40-50,NORMAL,6
CITRUS,HUMID,SEMI HUMID,40-50,SUNNY,7.5
CITRUS,HUMID,SEMI HUMID,40-50,WINDY,7
CITRUS,HUMID,SEMI HUMID,40-50,RAINY,0.5
CITRUS,HUMID,HUMID,Oct-20,NORMAL,2.3
CITRUS,HUMID,HUMID,Oct-20,SUNNY,3.8
CITRUS,HUMID,HUMID,Oct-20,WINDY,3.3
CITRUS,HUMID,HUMID,Oct-20,RAINY,0.1
CITRUS,HUMID,HUMID,20-30,NORMAL,3.33
CITRUS,HUMID,HUMID,20-30,SUNNY,4.8
CITRUS,HUMID,HUMID,20-30,WINDY,4.3
CITRUS,HUMID,HUMID,20-30,RAINY,0.1
CITRUS,HUMID,HUMID,30-40,NORMAL,4.33
CITRUS,HUMID,HUMID,30-40,SUNNY,5.8
CITRUS,HUMID,HUMID,30-40,WINDY,5.3
CITRUS,HUMID,HUMID,30-40,RAINY,0.2
CITRUS,HUMID,HUMID,40-50,NORMAL,5.33
CITRUS,HUMID,HUMID,40-50,SUNNY,6.8
CITRUS,HUMID,HUMID,40-50,WINDY,6.3
CITRUS,HUMID,HUMID,40-50,RAINY,0.3
CITRUS,WET,DESERT,Oct-20,NORMAL,3.33
CITRUS,WET,DESERT,Oct-20,SUNNY,4.8
CITRUS,WET,DESERT,Oct-20,WINDY,4.3
CITRUS,WET,DESERT,Oct-20,RAINY,0.1
CITRUS,WET,DESERT,20-30,NORMAL,4.33
CITRUS,WET,DESERT,20-30,SUNNY,5.8
CITRUS,WET,DESERT,20-30,WINDY,5.3
CITRUS,WET,DESERT,20-30,RAINY,0.2
CITRUS,WET,DESERT,30-40,NORMAL,5.33
CITRUS,WET,DESERT,30-40,SUNNY,6.8
CITRUS,WET,DESERT,30-40,WINDY,6.3
CITRUS,WET,DESERT,30-40,RAINY,0.3
CITRUS,WET,DESERT,40-50,NORMAL,6.33
CITRUS,WET,DESERT,40-50,SUNNY,7.8
CITRUS,WET,DESERT,40-50,WINDY,7.3
CITRUS,WET,DESERT,40-50,RAINY,0.5
CITRUS,WET,SEMI ARID,Oct-20,NORMAL,2.83
CITRUS,WET,SEMI ARID,Oct-20,SUNNY,4.33
CITRUS,WET,SEMI ARID,Oct-20,WINDY,3.83
CITRUS,WET,SEMI ARID,Oct-20,RAINY,0.1
CITRUS,WET,SEMI ARID,20-30,NORMAL,3.83
CITRUS,WET,SEMI ARID,20-30,SUNNY,5.33
CITRUS,WET,SEMI ARID,20-30,WINDY,4.83
CITRUS,WET,SEMI ARID,20-30,RAINY,0.1
CITRUS,WET,SEMI ARID,30-40,NORMAL,4.83
CITRUS,WET,SEMI ARID,30-40,SUNNY,6.33
CITRUS,WET,SEMI ARID,30-40,WINDY,5.83
CITRUS,WET,SEMI ARID,30-40,RAINY,0.2
CITRUS,WET,SEMI ARID,40-50,NORMAL,5.83
CITRUS,WET,SEMI ARID,40-50,SUNNY,7.33
CITRUS,WET,SEMI ARID,40-50,WINDY,6.83
CITRUS,WET,SEMI ARID,40-50,RAINY,0.3
CITRUS,WET,SEMI HUMID,Oct-20,NORMAL,2.16
CITRUS,WET,SEMI HUMID,Oct-20,SUNNY,3.66
CITRUS,WET,SEMI HUMID,Oct-20,WINDY,3.16
CITRUS,WET,SEMI HUMID,Oct-20,RAINY,0.1
CITRUS,WET,SEMI HUMID,20-30,NORMAL,3.16
CITRUS,WET,SEMI HUMID,20-30,SUNNY,4.66
CITRUS,WET,SEMI HUMID,20-30,WINDY,4.16
CITRUS,WET,SEMI HUMID,20-30,RAINY,0.1
CITRUS,WET,SEMI HUMID,30-40,NORMAL,4.16
CITRUS,WET,SEMI HUMID,30-40,SUNNY,5.66
CITRUS,WET,SEMI HUMID,30-40,WINDY,5.16
CITRUS,WET,SEMI HUMID,30-40,RAINY,0.2
CITRUS,WET,SEMI HUMID,40-50,NORMAL,5.16
CITRUS,WET,SEMI HUMID,40-50,SUNNY,6.66
CITRUS,WET,SEMI HUMID,40-50,WINDY,6.16
CITRUS,WET,SEMI HUMID,40-50,RAINY,0.3
CITRUS,WET,HUMID,Oct-20,NORMAL,1.33
CITRUS,WET,HUMID,Oct-20,SUNNY,2.83
CITRUS,WET,HUMID,Oct-20,WINDY,2.33
CITRUS,WET,HUMID,Oct-20,RAINY,0.1
CITRUS,WET,HUMID,20-30,NORMAL,2.33
CITRUS,WET,HUMID,20-30,SUNNY,3.83
CITRUS,WET,HUMID,20-30,WINDY,3.33
CITRUS,WET,HUMID,20-30,RAINY,0.1
CITRUS,WET,HUMID,30-40,NORMAL,3.33
CITRUS,WET,HUMID,30-40,SUNNY,4.83
CITRUS,WET,HUMID,30-40,WINDY,4.33
CITRUS,WET,HUMID,30-40,RAINY,0.1
CITRUS,WET,HUMID,40-50,NORMAL,4.33
CITRUS,WET,HUMID,40-50,SUNNY,5.83
CITRUS,WET,HUMID,40-50,WINDY,5.33
CITRUS,WET,HUMID,40-50,RAINY,0.2
BEAN,DRY,DESERT,Oct-20,NORMAL,6.97
BEAN,DRY,DESERT,Oct-20,SUNNY,8.47
BEAN,DRY,DESERT,Oct-20,WINDY,7.8
BEAN,DRY,DESERT,Oct-20,RAINY,0.2
BEAN,DRY,DESERT,20-30,NORMAL,7.9
BEAN,DRY,DESERT,20-30,SUNNY,9.4
BEAN,DRY,DESERT,20-30,WINDY,8.9
BEAN,DRY,DESERT,20-30,RAINY,0.8
BEAN,DRY,DESERT,30-40,NORMAL,8.8
BEAN,DRY,DESERT,30-40,SUNNY,10.3
BEAN,DRY,DESERT,30-40,WINDY,9.8
BEAN,DRY,DESERT,30-40,RAINY,0.8
BEAN,DRY,DESERT,40-50,NORMAL,9.95
BEAN,DRY,DESERT,40-50,SUNNY,11.45
BEAN,DRY,DESERT,40-50,WINDY,10.95
BEAN,DRY,DESERT,40-50,RAINY,1.95
BEAN,DRY,SEMI ARID,Oct-20,NORMAL,7.98
BEAN,DRY,SEMI ARID,Oct-20,SUNNY,9.48
BEAN,DRY,SEMI ARID,Oct-20,WINDY,8.9
BEAN,DRY,SEMI ARID,Oct-20,RAINY,0.8
BEAN,DRY,SEMI ARID,20-30,NORMAL,8.6
BEAN,DRY,SEMI ARID,20-30,SUNNY,10.1
BEAN,DRY,SEMI ARID,20-30,WINDY,9.6
BEAN,DRY,SEMI ARID,20-30,RAINY,0.6
BEAN,DRY,SEMI ARID,30-40,NORMAL,9.8
BEAN,DRY,SEMI ARID,30-40,SUNNY,11.3
BEAN,DRY,SEMI ARID,30-40,WINDY,10.8
BEAN,DRY,SEMI ARID,30-40,RAINY,1.8
BEAN,DRY,SEMI ARID,40-50,NORMAL,10.95
BEAN,DRY,SEMI ARID,40-50,SUNNY,12.45
BEAN,DRY,SEMI ARID,40-50,WINDY,11.8
BEAN,DRY,SEMI ARID,40-50,RAINY,2.8
BEAN,DRY,SEMI HUMID,Oct-20,NORMAL,5.53
BEAN,DRY,SEMI HUMID,Oct-20,SUNNY,7.03
BEAN,DRY,SEMI HUMID,Oct-20,WINDY,6.5
BEAN,DRY,SEMI HUMID,Oct-20,RAINY,0.1
BEAN,DRY,SEMI HUMID,20-30,NORMAL,6.5
BEAN,DRY,SEMI HUMID,20-30,SUNNY,8
BEAN,DRY,SEMI HUMID,20-30,WINDY,7.5
BEAN,DRY,SEMI HUMID,20-30,RAINY,0.5
BEAN,DRY,SEMI HUMID,30-40,NORMAL,7.6
BEAN,DRY,SEMI HUMID,30-40,SUNNY,9
BEAN,DRY,SEMI HUMID,30-40,WINDY,8.6
BEAN,DRY,SEMI HUMID,30-40,RAINY,0.8
BEAN,DRY,SEMI HUMID,40-50,NORMAL,8.55
BEAN,DRY,SEMI HUMID,40-50,SUNNY,10.05
BEAN,DRY,SEMI HUMID,40-50,WINDY,9.5
BEAN,DRY,SEMI HUMID,40-50,RAINY,0.55
BEAN,DRY,HUMID,Oct-20,NORMAL,4.51
BEAN,DRY,HUMID,Oct-20,SUNNY,6.01
BEAN,DRY,HUMID,Oct-20,WINDY,5.51
BEAN,DRY,HUMID,Oct-20,RAINY,0.1
BEAN,DRY,HUMID,20-30,NORMAL,5.5
BEAN,DRY,HUMID,20-30,SUNNY,7
BEAN,DRY,HUMID,20-30,WINDY,6.5
BEAN,DRY,HUMID,20-30,RAINY,0.2
BEAN,DRY,HUMID,30-40,NORMAL,6.5
BEAN,DRY,HUMID,30-40,SUNNY,8
BEAN,DRY,HUMID,30-40,WINDY,7.5
BEAN,DRY,HUMID,30-40,RAINY,0.2
BEAN,DRY,HUMID,40-50,NORMAL,7.8
BEAN,DRY,HUMID,40-50,SUNNY,9.3
BEAN,DRY,HUMID,40-50,WINDY,8.8
BEAN,DRY,HUMID,40-50,RAINY,0.8
BEAN,HUMID,DESERT,Oct-20,NORMAL,5.33
BEAN,HUMID,DESERT,Oct-20,SUNNY,6.83
BEAN,HUMID,DESERT,Oct-20,WINDY,6.33
BEAN,HUMID,DESERT,Oct-20,RAINY,0.5
BEAN,HUMID,DESERT,20-30,NORMAL,6.2
BEAN,HUMID,DESERT,20-30,SUNNY,7.7
BEAN,HUMID,DESERT,20-30,WINDY,7.2
BEAN,HUMID,DESERT,20-30,RAINY,0.8
BEAN,HUMID,DESERT,30-40,NORMAL,7.4
BEAN,HUMID,DESERT,30-40,SUNNY,8.9
BEAN,HUMID,DESERT,30-40,WINDY,8.4
BEAN,HUMID,DESERT,30-40,RAINY,0.8
BEAN,HUMID,DESERT,40-50,NORMAL,8.34
BEAN,HUMID,DESERT,40-50,SUNNY,9.85
BEAN,HUMID,DESERT,40-50,WINDY,7.35
BEAN,HUMID,DESERT,40-50,RAINY,0.34
BEAN,HUMID,SEMI ARID,Oct-20,NORMAL,4.71
BEAN,HUMID,SEMI ARID,Oct-20,SUNNY,6.21
BEAN,HUMID,SEMI ARID,Oct-20,WINDY,5.71
BEAN,HUMID,SEMI ARID,Oct-20,RAINY,0.1
BEAN,HUMID,SEMI ARID,20-30,NORMAL,5.8
BEAN,HUMID,SEMI ARID,20-30,SUNNY,7.3
BEAN,HUMID,SEMI ARID,20-30,WINDY,6.8
BEAN,HUMID,SEMI ARID,20-30,RAINY,0.2
BEAN,HUMID,SEMI ARID,30-40,NORMAL,6.6
BEAN,HUMID,SEMI ARID,30-40,SUNNY,8.1
BEAN,HUMID,SEMI ARID,30-40,WINDY,7.6
BEAN,HUMID,SEMI ARID,30-40,RAINY,0.5
BEAN,HUMID,SEMI ARID,40-50,NORMAL,7.9
BEAN,HUMID,SEMI ARID,40-50,SUNNY,9.4
BEAN,HUMID,SEMI ARID,40-50,WINDY,8.9
BEAN,HUMID,SEMI ARID,40-50,RAINY,0.6
BEAN,HUMID,SEMI HUMID,Oct-20,NORMAL,3.9
BEAN,HUMID,SEMI HUMID,Oct-20,SUNNY,5.4
BEAN,HUMID,SEMI HUMID,Oct-20,WINDY,4.9
BEAN,HUMID,SEMI HUMID,Oct-20,RAINY,0.1
BEAN,HUMID,SEMI HUMID,20-30,NORMAL,4.9
BEAN,HUMID,SEMI HUMID,20-30,SUNNY,6.4
BEAN,HUMID,SEMI HUMID,20-30,WINDY,5.9
BEAN,HUMID,SEMI HUMID,20-30,RAINY,0.1
BEAN,HUMID,SEMI HUMID,30-40,NORMAL,5.8
BEAN,HUMID,SEMI HUMID,30-40,SUNNY,7.3
BEAN,HUMID,SEMI HUMID,30-40,WINDY,6.8
BEAN,HUMID,SEMI HUMID,30-40,RAINY,0.3
BEAN,HUMID,SEMI HUMID,40-50,NORMAL,6.7
BEAN,HUMID,SEMI HUMID,40-50,SUNNY,8.2
BEAN,HUMID,SEMI HUMID,40-50,WINDY,7.7
BEAN,HUMID,SEMI HUMID,40-50,RAINY,0.4
BEAN,HUMID,HUMID,Oct-20,NORMAL,2.8
BEAN,HUMID,HUMID,Oct-20,SUNNY,4.3
BEAN,HUMID,HUMID,Oct-20,WINDY,3.8
BEAN,HUMID,HUMID,Oct-20,RAINY,0.1
BEAN,HUMID,HUMID,20-30,NORMAL,3.7
BEAN,HUMID,HUMID,20-30,SUNNY,5.2
BEAN,HUMID,HUMID,20-30,WINDY,4.7
BEAN,HUMID,HUMID,20-30,RAINY,0.1
BEAN,HUMID,HUMID,30-40,NORMAL,4.9
BEAN,HUMID,HUMID,30-40,SUNNY,6.4
BEAN,HUMID,HUMID,30-40,WINDY,5.9
BEAN,HUMID,HUMID,30-40,RAINY,0.5
BEAN,HUMID,HUMID,40-50,NORMAL,5.8
BEAN,HUMID,HUMID,40-50,SUNNY,7.3
BEAN,HUMID,HUMID,40-50,WINDY,6.8
BEAN,HUMID,HUMID,40-50,RAINY,0.3
BEAN,WET,DESERT,Oct-20,NORMAL,4.1
BEAN,WET,DESERT,Oct-20,SUNNY,5.6
BEAN,WET,DESERT,Oct-20,WINDY,5.1
BEAN,WET,DESERT,Oct-20,RAINY,0.1
BEAN,WET,DESERT,20-30,NORMAL,5.1
BEAN,WET,DESERT,20-30,SUNNY,6.6
BEAN,WET,DESERT,20-30,WINDY,6.1
BEAN,WET,DESERT,20-30,RAINY,0.4
BEAN,WET,DESERT,30-40,NORMAL,6.2
BEAN,WET,DESERT,30-40,SUNNY,7.7
BEAN,WET,DESERT,30-40,WINDY,7.2
BEAN,WET,DESERT,30-40,RAINY,0.5
BEAN,WET,DESERT,40-50,NORMAL,7.3
BEAN,WET,DESERT,40-50,SUNNY,8.8
BEAN,WET,DESERT,40-50,WINDY,8.3
BEAN,WET,DESERT,40-50,RAINY,0.8
BEAN,WET,SEMI ARID,Oct-20,NORMAL,3.5
BEAN,WET,SEMI ARID,Oct-20,SUNNY,5
BEAN,WET,SEMI ARID,Oct-20,WINDY,4.5
BEAN,WET,SEMI ARID,Oct-20,RAINY,0.1
BEAN,WET,SEMI ARID,20-30,NORMAL,4.6
BEAN,WET,SEMI ARID,20-30,SUNNY,6.1
BEAN,WET,SEMI ARID,20-30,WINDY,5.6
BEAN,WET,SEMI ARID,20-30,RAINY,0.2
BEAN,WET,SEMI ARID,30-40,NORMAL,5.7
BEAN,WET,SEMI ARID,30-40,SUNNY,7.2
BEAN,WET,SEMI ARID,30-40,WINDY,6.7
BEAN,WET,SEMI ARID,30-40,RAINY,0.3
BEAN,WET,SEMI ARID,40-50,NORMAL,6.6
BEAN,WET,SEMI ARID,40-50,SUNNY,8.1
BEAN,WET,SEMI ARID,40-50,WINDY,7.6
BEAN,WET,SEMI ARID,40-50,RAINY,0.5
BEAN,WET,SEMI HUMID,Oct-20,NORMAL,2.6
BEAN,WET,SEMI HUMID,Oct-20,SUNNY,4.1
BEAN,WET,SEMI HUMID,Oct-20,WINDY,3.6
BEAN,WET,SEMI HUMID,Oct-20,RAINY,0.1
BEAN,WET,SEMI HUMID,20-30,NORMAL,3.6
BEAN,WET,SEMI HUMID,20-30,SUNNY,5.1
BEAN,WET,SEMI HUMID,20-30,WINDY,4.6
BEAN,WET,SEMI HUMID,20-30,RAINY,0.1
BEAN,WET,SEMI HUMID,30-40,NORMAL,4.7
BEAN,WET,SEMI HUMID,30-40,SUNNY,6.2
BEAN,WET,SEMI HUMID,30-40,WINDY,5.7
BEAN,WET,SEMI HUMID,30-40,RAINY,0.1
BEAN,WET,SEMI HUMID,40-50,NORMAL,5.6
BEAN,WET,SEMI HUMID,40-50,SUNNY,7.1
BEAN,WET,SEMI HUMID,40-50,WINDY,6.6
BEAN,WET,SEMI HUMID,40-50,RAINY,0.3
BEAN,WET,HUMID,Oct-20,NORMAL,1.64
BEAN,WET,HUMID,Oct-20,SUNNY,3.14
BEAN,WET,HUMID,Oct-20,WINDY,2.6
BEAN,WET,HUMID,Oct-20,RAINY,0.1
BEAN,WET,HUMID,20-30,NORMAL,2.6
BEAN,WET,HUMID,20-30,SUNNY,4.1
BEAN,WET,HUMID,20-30,WINDY,3.6
BEAN,WET,HUMID,20-30,RAINY,0.1
BEAN,WET,HUMID,30-40,NORMAL,3.7
BEAN,WET,HUMID,30-40,SUNNY,5.2
BEAN,WET,HUMID,30-40,WINDY,4.6
BEAN,WET,HUMID,30-40,RAINY,0.1
BEAN,WET,HUMID,40-50,NORMAL,4.6
BEAN,WET,HUMID,40-50,SUNNY,6.1
BEAN,WET,HUMID,40-50,WINDY,5.6
BEAN,WET,HUMID,40-50,RAINY,0.1
WHEAT,DRY,DESERT,Oct-20,NORMAL,10.54
WHEAT,DRY,DESERT,Oct-20,SUNNY,12
WHEAT,DRY,DESERT,Oct-20,WINDY,11.54
WHEAT,DRY,DESERT,Oct-20,RAINY,2.54
WHEAT,DRY,DESERT,20-30,NORMAL,11.5
WHEAT,DRY,DESERT,20-30,SUNNY,13
WHEAT,DRY,DESERT,20-30,WINDY,12.5
WHEAT,DRY,DESERT,20-30,RAINY,3.5
WHEAT,DRY,DESERT,30-40,NORMAL,12.4
WHEAT,DRY,DESERT,30-40,SUNNY,14
WHEAT,DRY,DESERT,30-40,WINDY,13.4
WHEAT,DRY,DESERT,30-40,RAINY,4.4
WHEAT,DRY,DESERT,40-50,NORMAL,13.6
WHEAT,DRY,DESERT,40-50,SUNNY,15
WHEAT,DRY,DESERT,40-50,WINDY,14.6
WHEAT,DRY,DESERT,40-50,RAINY,5.6
WHEAT,DRY,SEMI ARID,Oct-20,NORMAL,9.6
WHEAT,DRY,SEMI ARID,Oct-20,SUNNY,11
WHEAT,DRY,SEMI ARID,Oct-20,WINDY,10.6
WHEAT,DRY,SEMI ARID,Oct-20,RAINY,1.6
WHEAT,DRY,SEMI ARID,20-30,NORMAL,10.7
WHEAT,DRY,SEMI ARID,20-30,SUNNY,12.2
WHEAT,DRY,SEMI ARID,20-30,WINDY,11.7
WHEAT,DRY,SEMI ARID,20-30,RAINY,2.7
WHEAT,DRY,SEMI ARID,30-40,NORMAL,11.6
WHEAT,DRY,SEMI ARID,30-40,SUNNY,13.1
WHEAT,DRY,SEMI ARID,30-40,WINDY,12.6
WHEAT,DRY,SEMI ARID,30-40,RAINY,3.6
WHEAT,DRY,SEMI ARID,40-50,NORMAL,12.5
WHEAT,DRY,SEMI ARID,40-50,SUNNY,14
WHEAT,DRY,SEMI ARID,40-50,WINDY,13.5
WHEAT,DRY,SEMI ARID,40-50,RAINY,4.5
WHEAT,DRY,SEMI HUMID,Oct-20,NORMAL,8.4
WHEAT,DRY,SEMI HUMID,Oct-20,SUNNY,9.9
WHEAT,DRY,SEMI HUMID,Oct-20,WINDY,9.4
WHEAT,DRY,SEMI HUMID,Oct-20,RAINY,0.4
WHEAT,DRY,SEMI HUMID,20-30,NORMAL,9.5
WHEAT,DRY,SEMI HUMID,20-30,SUNNY,11
WHEAT,DRY,SEMI HUMID,20-30,WINDY,10.5
WHEAT,DRY,SEMI HUMID,20-30,RAINY,1.5
WHEAT,DRY,SEMI HUMID,30-40,NORMAL,10.4
WHEAT,DRY,SEMI HUMID,30-40,SUNNY,11.9
WHEAT,DRY,SEMI HUMID,30-40,WINDY,11.4
WHEAT,DRY,SEMI HUMID,30-40,RAINY,2.4
WHEAT,DRY,SEMI HUMID,40-50,NORMAL,11.35
WHEAT,DRY,SEMI HUMID,40-50,SUNNY,12.85
WHEAT,DRY,SEMI HUMID,40-50,WINDY,12.35
WHEAT,DRY,SEMI HUMID,40-50,RAINY,3.3
WHEAT,DRY,HUMID,Oct-20,NORMAL,6.9
WHEAT,DRY,HUMID,Oct-20,SUNNY,8.4
WHEAT,DRY,HUMID,Oct-20,WINDY,7.9
WHEAT,DRY,HUMID,Oct-20,RAINY,0.5
WHEAT,DRY,HUMID,20-30,NORMAL,7.82
WHEAT,DRY,HUMID,20-30,SUNNY,9.32
WHEAT,DRY,HUMID,20-30,WINDY,8.82
WHEAT,DRY,HUMID,20-30,RAINY,0.8
WHEAT,DRY,HUMID,30-40,NORMAL,8.85
WHEAT,DRY,HUMID,30-40,SUNNY,10.35
WHEAT,DRY,HUMID,30-40,WINDY,9.85
WHEAT,DRY,HUMID,30-40,RAINY,0.85
WHEAT,DRY,HUMID,40-50,NORMAL,9.7
WHEAT,DRY,HUMID,40-50,SUNNY,11.2
WHEAT,DRY,HUMID,40-50,WINDY,10.7
WHEAT,DRY,HUMID,40-50,RAINY,1.7
WHEAT,HUMID,DESERT,Oct-20,NORMAL,8.06
WHEAT,HUMID,DESERT,Oct-20,SUNNY,9.56
WHEAT,HUMID,DESERT,Oct-20,WINDY,9
WHEAT,HUMID,DESERT,Oct-20,RAINY,0.1
WHEAT,HUMID,DESERT,20-30,NORMAL,9.1
WHEAT,HUMID,DESERT,20-30,SUNNY,10.6
WHEAT,HUMID,DESERT,20-30,WINDY,10.1
WHEAT,HUMID,DESERT,20-30,RAINY,1.1
WHEAT,HUMID,DESERT,30-40,NORMAL,10.25
WHEAT,HUMID,DESERT,30-40,SUNNY,11.75
WHEAT,HUMID,DESERT,30-40,WINDY,11.25
WHEAT,HUMID,DESERT,30-40,RAINY,2.25
WHEAT,HUMID,DESERT,40-50,NORMAL,11.1
WHEAT,HUMID,DESERT,40-50,SUNNY,12.6
WHEAT,HUMID,DESERT,40-50,WINDY,12.1
WHEAT,HUMID,DESERT,40-50,RAINY,3.1
WHEAT,HUMID,SEMI ARID,Oct-20,NORMAL,7.15
WHEAT,HUMID,SEMI ARID,Oct-20,SUNNY,8.65
WHEAT,HUMID,SEMI ARID,Oct-20,WINDY,8.15
WHEAT,HUMID,SEMI ARID,Oct-20,RAINY,0.8
WHEAT,HUMID,SEMI ARID,20-30,NORMAL,8.1
WHEAT,HUMID,SEMI ARID,20-30,SUNNY,9.6
WHEAT,HUMID,SEMI ARID,20-30,WINDY,9.1
WHEAT,HUMID,SEMI ARID,20-30,RAINY,0.1
WHEAT,HUMID,SEMI ARID,30-40,NORMAL,9.2
WHEAT,HUMID,SEMI ARID,30-40,SUNNY,10.7
WHEAT,HUMID,SEMI ARID,30-40,WINDY,10.2
WHEAT,HUMID,SEMI ARID,30-40,RAINY,1.2
WHEAT,HUMID,SEMI ARID,40-50,NORMAL,10.1
WHEAT,HUMID,SEMI ARID,40-50,SUNNY,11.6
WHEAT,HUMID,SEMI ARID,40-50,WINDY,11.1
WHEAT,HUMID,SEMI ARID,40-50,RAINY,2.1
WHEAT,HUMID,SEMI HUMID,Oct-20,NORMAL,5.88
WHEAT,HUMID,SEMI HUMID,Oct-20,SUNNY,7.38
WHEAT,HUMID,SEMI HUMID,Oct-20,WINDY,6.88
WHEAT,HUMID,SEMI HUMID,Oct-20,RAINY,0.3
WHEAT,HUMID,SEMI HUMID,20-30,NORMAL,6.8
WHEAT,HUMID,SEMI HUMID,20-30,SUNNY,8.6
WHEAT,HUMID,SEMI HUMID,20-30,WINDY,7.8
WHEAT,HUMID,SEMI HUMID,20-30,RAINY,0.6
WHEAT,HUMID,SEMI HUMID,30-40,NORMAL,7.9
WHEAT,HUMID,SEMI HUMID,30-40,SUNNY,9.4
WHEAT,HUMID,SEMI HUMID,30-40,WINDY,8.9
WHEAT,HUMID,SEMI HUMID,30-40,RAINY,0.8
WHEAT,HUMID,SEMI HUMID,40-50,NORMAL,8.7
WHEAT,HUMID,SEMI HUMID,40-50,SUNNY,10.5
WHEAT,HUMID,SEMI HUMID,40-50,WINDY,9.7
WHEAT,HUMID,SEMI HUMID,40-50,RAINY,0.7
WHEAT,HUMID,HUMID,Oct-20,NORMAL,4.34
WHEAT,HUMID,HUMID,Oct-20,SUNNY,5.84
WHEAT,HUMID,HUMID,Oct-20,WINDY,5.34
